Row ID,Order ID,Order Date,Ship Date,On-Time,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost Price,Selling Price,Sales on CP,Sales,Quantity,Discount,Profit,Short Month,Order Month
2410,CA-2020-155985,"Monday, March 23, 2020","Wednesday, March 25, 2020",0,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,69,249,552,1992,8,0,1440,Mar,3
9942,CA-2020-164028,"Tuesday, November 24, 2020","Monday, November 30, 2020",1,Standard Class,JL-15835,John Lee,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,39,72,546,1008,14,0,462,Nov,11
4633,CA-2020-168396,"Sunday, March 8, 2020","Saturday, August 8, 2020",1,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",13,280,39,840,3,0,801,Mar,3
8536,US-2017-163146,"Tuesday, May 16, 2017","Saturday, May 20, 2017",0,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,18,211,54,633,3,0,579,May,5
3471,US-2019-150035,"Saturday, January 12, 2019","Sunday, May 12, 2019",0,Standard Class,CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,48,314,96,628,2,0,532,Jan,1
6517,US-2020-116652,"Tuesday, September 15, 2020","Saturday, September 19, 2020",0,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",65,191,325,955,5,0,630,Sep,9
3854,US-2020-131849,"Saturday, June 6, 2020","Tuesday, October 6, 2020",1,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",15,223,15,223,1,0,208,Jun,6
5907,US-2020-153948,"Thursday, June 11, 2020","Thursday, June 11, 2020",0,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,19,194,19,194,1,0,175,Jun,6
5493,CA-2017-105249,"Tuesday, November 28, 2017","Tuesday, November 28, 2017",1,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,16,281,32,562,2,0,530,Nov,11
5494,CA-2017-105249,"Tuesday, November 28, 2017","Tuesday, November 28, 2017",1,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,70,75,280,300,4,0,20,Nov,11
7169,CA-2017-117464,"Saturday, July 22, 2017","Monday, July 24, 2017",0,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,31,237,310,2370,10,0,2060,Jul,7
7167,CA-2017-117464,"Saturday, July 22, 2017","Monday, July 24, 2017",1,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,98,297,392,1188,4,0,796,Jul,7
9052,CA-2017-141838,"Sunday, March 26, 2017","Friday, March 31, 2017",0,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,57,224,114,448,2,0,334,Mar,3
2505,CA-2017-143917,"Tuesday, July 25, 2017","Thursday, July 27, 2017",1,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",79,346,316,1384,4,0,1068,Jul,7
2506,CA-2017-143917,"Tuesday, July 25, 2017","Thursday, July 27, 2017",1,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,63,157,315,785,5,0,470,Jul,7
7230,CA-2017-157546,"Thursday, July 20, 2017","Saturday, July 22, 2017",0,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",36,338,108,1014,3,0,906,Jul,7
895,CA-2019-105494,"Friday, October 11, 2019","Wednesday, December 11, 2019",0,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,90,134,630,938,7,0,308,Oct,10
1099,CA-2019-107216,"Friday, June 14, 2019","Monday, June 17, 2019",0,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,77,195,308,780,4,0,472,Jun,6
1102,CA-2019-107216,"Friday, June 14, 2019","Monday, June 17, 2019",1,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,58,219,174,657,3,0,483,Jun,6
7908,CA-2019-112585,"Tuesday, July 30, 2019","Friday, February 8, 2019",0,First Class,RW-19630,Rob Williams,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,45,171,90,342,2,0,252,Jul,7
5429,CA-2019-113096,"Saturday, February 9, 2019","Tuesday, April 9, 2019",1,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",26,242,78,726,3,0,648,Feb,2
8666,CA-2019-118500,"Sunday, November 17, 2019","Monday, November 18, 2019",0,First Class,HJ-14875,Heather Jas,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,65,80,325,400,5,0,75,Nov,11
8309,CA-2019-149335,"Thursday, July 25, 2019","Thursday, July 25, 2019",0,Same Day,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,90,206,810,1854,9,0,1044,Jul,7
7290,CA-2019-153661,"Wednesday, January 30, 2019","Thursday, January 31, 2019",1,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",70,318,630,2862,9,0,2232,Jan,1
7292,CA-2019-153661,"Wednesday, January 30, 2019","Thursday, January 31, 2019",0,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,65,202,585,1818,9,0,1233,Jan,1
1292,CA-2019-163384,"Friday, October 11, 2019","Wednesday, December 11, 2019",0,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,40,156,200,780,5,0,580,Oct,10
2259,CA-2020-105214,"Tuesday, June 16, 2020","Friday, June 19, 2020",1,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",50,271,100,542,2,0,442,Jun,6
1753,CA-2020-116715,"Wednesday, February 12, 2020","Tuesday, May 12, 2020",0,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",59,248,531,2232,9,0,1701,Feb,2
1754,CA-2020-116715,"Wednesday, February 12, 2020","Tuesday, May 12, 2020",0,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,74,151,148,302,2,0,154,Feb,2
1755,CA-2020-116715,"Wednesday, February 12, 2020","Tuesday, May 12, 2020",1,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,27,54,54,108,2,0,54,Feb,2
4632,CA-2020-168396,"Sunday, March 8, 2020","Saturday, August 8, 2020",0,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,29,59,145,295,5,0,150,Mar,3
2864,US-2020-103828,"Thursday, August 13, 2020","Thursday, August 13, 2020",1,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,27,101,81,303,3,0,222,Aug,8
2865,US-2020-103828,"Thursday, August 13, 2020","Thursday, August 13, 2020",0,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,94,253,658,1771,7,0,1113,Aug,8
2866,US-2020-103828,"Thursday, August 13, 2020","Thursday, August 13, 2020",0,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,74,241,222,723,3,0,501,Aug,8
2867,US-2020-103828,"Thursday, August 13, 2020","Thursday, August 13, 2020",0,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,16,240,64,960,4,0,896,Aug,8
5903,US-2020-153948,"Thursday, June 11, 2020","Thursday, June 11, 2020",0,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,57,95,171,285,3,0,114,Jun,6
5904,US-2020-153948,"Thursday, June 11, 2020","Thursday, June 11, 2020",1,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,90,158,360,632,4,0,272,Jun,6
5905,US-2020-153948,"Thursday, June 11, 2020","Thursday, June 11, 2020",1,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,34,50,170,250,5,0,80,Jun,6
5906,US-2020-153948,"Thursday, June 11, 2020","Thursday, June 11, 2020",1,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,37,263,148,1052,4,0,904,Jun,6
889,CA-2017-104976,"Tuesday, September 12, 2017","Saturday, December 16, 2017",1,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,48,187,288,1122,6,0,834,Sep,9
9245,CA-2017-113271,"Thursday, September 7, 2017","Friday, July 14, 2017",1,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,99,159,198,318,2,0,120,Sep,9
9246,CA-2017-113271,"Thursday, September 7, 2017","Friday, July 14, 2017",0,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,53,304,265,1520,5,0,1255,Sep,9
7508,CA-2017-115889,"Saturday, February 11, 2017","Sunday, June 11, 2017",1,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,41,285,82,570,2,0,488,Feb,2
1871,CA-2017-116932,"Friday, July 21, 2017","Tuesday, July 25, 2017",1,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,82,346,410,1730,5,0,1320,Jul,7
2231,CA-2017-128055,"Friday, March 31, 2017","Thursday, May 4, 2017",1,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,21,131,42,262,2,0,220,Mar,3
861,CA-2017-133851,"Wednesday, September 6, 2017","Friday, June 16, 2017",1,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,16,132,32,264,2,0,232,Sep,9
862,CA-2017-133851,"Wednesday, September 6, 2017","Friday, June 16, 2017",0,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,66,122,132,244,2,0,112,Sep,9
9459,CA-2017-138240,"Sunday, September 10, 2017","Saturday, October 14, 2017",1,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,10,228,30,684,3,0,654,Sep,9
82,CA-2017-139451,"Sunday, December 10, 2017","Monday, October 16, 2017",1,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",75,87,375,435,5,0,60,Dec,12
83,CA-2017-139451,"Sunday, December 10, 2017","Monday, October 16, 2017",1,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64,280,64,280,1,0,216,Dec,12
9423,CA-2017-145254,"Sunday, July 23, 2017","Thursday, July 27, 2017",1,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,58,70,290,350,5,0,60,Jul,7
5359,CA-2017-150490,"Monday, May 8, 2017","Wednesday, November 8, 2017",0,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,84,95,168,190,2,0,22,May,5
5360,CA-2017-150490,"Monday, May 8, 2017","Wednesday, November 8, 2017",1,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,70,164,140,328,2,0,188,May,5
4417,CA-2017-153983,"Wednesday, November 29, 2017","Monday, June 12, 2017",0,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,57,178,285,890,5,0,605,Nov,11
9680,CA-2018-130113,"Thursday, December 27, 2018","Monday, December 31, 2018",1,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,80,56,160,112,2,0,-48,Dec,12
1738,CA-2018-130204,"Friday, March 9, 2018","Sunday, September 9, 2018",1,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,27,89,81,267,3,0,186,Mar,3
4635,CA-2018-130456,"Tuesday, August 21, 2018","Sunday, August 26, 2018",1,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,31,314,31,314,1,0,283,Aug,8
2756,CA-2018-155306,"Tuesday, April 17, 2018","Saturday, April 21, 2018",1,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,100,221,500,1105,5,0,605,Apr,4
2753,CA-2018-155306,"Tuesday, April 17, 2018","Saturday, April 21, 2018",0,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,99,146,198,292,2,0,94,Apr,4
2757,CA-2018-155306,"Tuesday, April 17, 2018","Saturday, April 21, 2018",0,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,34,339,68,678,2,0,610,Apr,4
2804,CA-2018-159380,"Wednesday, December 5, 2018","Wednesday, May 16, 2018",0,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,27,165,81,495,3,0,414,Dec,12
2805,CA-2018-159380,"Wednesday, December 5, 2018","Wednesday, May 16, 2018",0,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,24,190,144,1140,6,0,996,Dec,12
3413,CA-2019-100244,"Friday, September 20, 2019","Tuesday, September 24, 2019",1,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,81,234,324,936,4,0,612,Sep,9
3411,CA-2019-100244,"Friday, September 20, 2019","Tuesday, September 24, 2019",0,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,50,275,450,2475,9,0,2025,Sep,9
3414,CA-2019-100244,"Friday, September 20, 2019","Tuesday, September 24, 2019",1,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,87,104,174,208,2,0,34,Sep,9
7225,CA-2019-109953,"Sunday, July 14, 2019","Thursday, July 18, 2019",1,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,25,283,175,1981,7,0,1806,Jul,7
6736,CA-2019-123358,"Friday, October 4, 2019","Wednesday, April 17, 2019",0,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,91,197,273,591,3,0,318,Oct,10
6737,CA-2019-123358,"Friday, October 4, 2019","Wednesday, April 17, 2019",0,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,74,324,222,972,3,0,750,Oct,10
6738,CA-2019-123358,"Friday, October 4, 2019","Wednesday, April 17, 2019",1,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,51,76,459,684,9,0,225,Oct,10
4387,CA-2019-156811,"Sunday, October 27, 2019","Monday, February 11, 2019",1,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,94,59,376,236,4,0,-140,Oct,10
8684,CA-2020-101665,"Wednesday, November 25, 2020","Sunday, January 12, 2020",0,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,68,135,136,270,2,0,134,Nov,11
6147,CA-2020-105130,"Saturday, November 21, 2020","Wednesday, November 25, 2020",0,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,82,136,328,544,4,0,216,Nov,11
142,CA-2020-106180,"Friday, September 18, 2020","Wednesday, September 23, 2020",1,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,81,52,243,156,3,0,-87,Sep,9
143,CA-2020-106180,"Friday, September 18, 2020","Wednesday, September 23, 2020",1,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,13,65,39,195,3,0,156,Sep,9
144,CA-2020-106180,"Friday, September 18, 2020","Wednesday, September 23, 2020",0,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,39,255,117,765,3,0,648,Sep,9
1266,CA-2020-110380,"Sunday, February 9, 2020","Thursday, July 9, 2020",1,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,53,184,159,552,3,0,393,Feb,2
4636,CA-2020-116288,"Thursday, December 3, 2020","Tuesday, March 17, 2020",0,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,31,116,93,348,3,0,255,Dec,12
5821,CA-2020-117632,"Saturday, December 5, 2020","Monday, May 18, 2020",0,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,45,276,90,552,2,0,462,Dec,12
5822,CA-2020-117632,"Saturday, December 5, 2020","Monday, May 18, 2020",0,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,60,174,60,174,1,0,114,Dec,12
9682,CA-2020-122770,"Sunday, December 13, 2020","Friday, December 18, 2020",0,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,33,254,99,762,3,0,663,Dec,12
9683,CA-2020-122770,"Sunday, December 13, 2020","Friday, December 18, 2020",0,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,40,81,240,486,6,0,246,Dec,12
9685,CA-2020-122770,"Sunday, December 13, 2020","Friday, December 18, 2020",0,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,94,175,188,350,2,0,162,Dec,12
1707,CA-2020-123491,"Friday, October 30, 2020","Monday, May 11, 2020",1,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,96,94,576,564,6,0,-12,Oct,10
1709,CA-2020-123491,"Friday, October 30, 2020","Monday, May 11, 2020",1,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",70,169,140,338,2,0,198,Oct,10
1711,CA-2020-123491,"Friday, October 30, 2020","Monday, May 11, 2020",1,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,46,104,230,520,5,0,290,Oct,10
1712,CA-2020-123491,"Friday, October 30, 2020","Monday, May 11, 2020",1,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",46,157,644,2198,14,0,1554,Oct,10
3373,CA-2020-123778,"Wednesday, September 23, 2020","Wednesday, September 30, 2020",1,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,46,239,92,478,2,0,386,Sep,9
630,CA-2020-133431,"Thursday, December 17, 2020","Monday, December 21, 2020",1,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",31,258,93,774,3,0,681,Dec,12
9769,CA-2020-142328,"Sunday, July 12, 2020","Monday, December 14, 2020",1,Standard Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",51,138,306,828,6,0,522,Jul,7
2408,CA-2020-144589,"Monday, January 20, 2020","Saturday, January 25, 2020",0,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,92,175,460,875,5,0,415,Jan,1
3587,CA-2020-161823,"Monday, March 9, 2020","Sunday, August 9, 2020",1,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",75,320,150,640,2,0,490,Mar,3
7609,CA-2020-163209,"Thursday, March 5, 2020","Sunday, July 5, 2020",1,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,55,209,220,836,4,0,616,Mar,3
7610,CA-2020-163209,"Thursday, March 5, 2020","Sunday, July 5, 2020",0,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,79,100,553,700,7,0,147,Mar,3
4554,US-2017-106334,"Wednesday, December 27, 2017","Thursday, February 1, 2018",0,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,48,159,144,477,3,0,333,Dec,12
9824,US-2017-164406,"Tuesday, August 15, 2017","Saturday, August 19, 2017",1,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,75,95,225,285,3,0,60,Aug,8
9823,US-2017-164406,"Tuesday, August 15, 2017","Saturday, August 19, 2017",1,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,61,103,183,309,3,0,126,Aug,8
1482,US-2019-108455,"Tuesday, February 12, 2019","Monday, August 12, 2019",0,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,29,276,87,828,3,0,741,Feb,2
1480,US-2019-108455,"Tuesday, February 12, 2019","Monday, August 12, 2019",0,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,41,177,164,708,4,0,544,Feb,2
